Date,Location,Group,question_number,Question_text,Answer_Likert,Open-ended
6/6/2024,Nariño,23,15,15.     La biota del suelo son factores que afectan el desarrollo de epidemias de Foc-R4T ,En desacuerdo,La biota no tiene incidencia en el desarrollo consideramos que cada uno se desarrolla normal
6/6/2024,Nariño,23,16,16.     La temperatura es n factor que afectan el desarrollo de epidemias de Foc-R4T ,Ni de acuerdo ni en desacuerdo,Creemos que se desarrolla normal
6/6/2024,Nariño,23,17,17.     Las tormentas presentan un efecto de riesgo asociado a la dispersión de Foc-R4T ,Muy de acuerdo,Las lluvias son un factor de dispersión Por ende es un factor de riesgo
6/6/2024,Nariño,23,18,18.     El viento presenta un efecto de riesgo asociado a la dispersión de Foc-R4T ,En desacuerdo,Consideramos que el viento no es un factor de riesgo
6/6/2024,Nariño,23,19,19.     La precipitación es un factor de riesgo en epidemias de Foc R4T,Muy de acuerdo,Las lluvias sí son un factor de riesgo y en tumaco la mayoría de las plantaciones son inundables
6/6/2024,Nariño,23,20,20.     Conexión de redes de drenaje entre lotes y cultivos de banano es un factor de riesgo en epidemias de  Foc R4T,Muy de acuerdo,Estamos de acuerdo
6/6/2024,Nariño,23,21,21.      Otros hospederos son un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,Es necesario erradicar plantas enfermas de plátano y otras especies asintomáticas improductivas presentes
6/6/2024,Nariño,23,22,22.     El cambio climático es un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,Debido a los cambios en el clima en periodos de lluvia o cambios en temperatura ayudan a propagar el FocR4T
6/6/2024,Nariño,23,23,23.     Las propiedades físicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T,De acuerdo,NA
6/6/2024,Nariño,24,1,1.     El movimiento de suelo contaminado es un factor de riesgo para introducir Foc-R4T a nuevas áreas,Muy de acuerdo,Cuando nos movilizamos de un lugar a otro si pisamos un suelo contaminado y no desinfectamos los elementos que tienen contacto con el suelo al desplazarnos a otro lugar se corre riesgo de contaminar o propagar otros cultivos o lugares
6/6/2024,Nariño,24,2,2.     El movimiento de plantas contaminadas (material vegetal de siembra o desechos de cultivos) es un factor de riesgo para introducir Foc-R4T a nuevas áreas.,Muy de acuerdo,Porque hay movimientos de plantas que no se sabe si están certificadas generando un riesgo en la zona
6/6/2024,Nariño,24,3,3.     Plantas asintomáticas dentro del cultivo son un factor de riesgo como fuente de inóculo de Foc-R4T.,Muy de acuerdo,Porque una planta que no manifieste o se evidencie la enfermedad pero está enferma contamina las plantaciones
6/6/2024,Nariño,24,4,"4.     Movimiento de equipos agrícolas contaminados (herramientas, vehículos, equipos, etc.…) son factores que pueden diseminar Foc-R4T ",Muy de acuerdo,Los equipos agrícolas contaminados deben desinfectarse previamente para evitar el riesgo de contaminación y propagación de la enfermedad en el cultivo
6/6/2024,Nariño,24,5,5.     La presencia de pequeños focos de Foc-R4T en áreas remotas impide que sean identificados y contenidos,Muy de acuerdo,Difícil identificación que no permite controlar previamente el riesgo fitosanitario que se propaga
6/6/2024,Nariño,24,6,"6.     Foc-R4T puede ser transportado por el agua, lo que lleva a la contaminación de las áreas aguas abajo",Muy de acuerdo,Contamina el suelo y afecta a las plantaciones
6/6/2024,Nariño,24,7,"7.     El movimiento de material vegetal infectado, como plántulas o cormos, por parte de los seres humanos puede propagar Foc-R4T",Muy de acuerdo,Porque por desconocimiento y mal manejo del material vegetal no certificado se corre riesgo de propagar enfermedad en el cultivo
6/6/2024,Nariño,24,8,8.     El comercio internacional de plantas y partes de plantas de banano y plátano puede facilitar la difusión a larga distancia de Foc-R4T,Muy de acuerdo,Si no se hace inspección fitosanitaria por parte del ICA se corre riesgo de propagar la enfermedad
6/6/2024,Nariño,24,9,9.     Las regulaciones de cuarentena débiles o ineficaces pueden permitir la diseminación de Foc-R4T,Muy de acuerdo,Si no se hace un control riguroso de acuerdo al procedimiento establecido se corre el riesgo de propagar la enfermedad
6/6/2024,Nariño,24,10,10.     Ciertos insectos pueden contribuir a la transmisión de Foc-R4T,Muy de acuerdo,Porque el movimiento de un insecto infectado por la enfermedad puede propagar el patógeno
6/6/2024,Nariño,24,11,"11.     La mala implementación de medidas de bioseguridad, la eliminación inadecuada de las plantas y el manejo deficiente de las plantaciones  pueden aumentar el riesgo de propagación de Foc-R4T.",Muy de acuerdo,Porque las medidas de bioseguridad y la adecuada eliminación de plantas son procesos estandarizados que se deben aplicar correctamente para garantizar la calidad en el cultivo
6/6/2024,Nariño,24,12,12.     El tráfico humano hacia y desde las regiones infectadas puede introducir inadvertidamente Foc-R4T a nuevas áreas.,Muy de acuerdo,Porque si no aplicamos las medidas fitosanitarias y desinfección correctas al salir y entrar a los dos cultivos podemos infectar y propagar las plantaciones
6/6/2024,Nariño,24,13,13.     El monitoreo inadecuado puede retrasar la detección y futura contención del Foc-R4T,Muy en desacuerdo,Porque el monitoreo inadecuado hace que se propague más rápido el patógeno
6/6/2024,Nariño,24,14,14.     Las propiedades químicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T - Muy en desacuerdo.,Ni de acuerdo ni en desacuerdo,Porque como pueden afectar de igual manera no siempre y cuando se haga el análisis del suelo para determinar los componentes como el pH
6/6/2024,Nariño,24,15,15.     La biota del suelo son factores que afectan el desarrollo de epidemias de Foc-R4T ,Ni de acuerdo ni en desacuerdo,Es necesario hacer un análisis para determinar el efecto positivo o negativo en el suelo
6/6/2024,Nariño,24,16,16.     La temperatura es n factor que afectan el desarrollo de epidemias de Foc-R4T ,De acuerdo,Porque cuando hay mucha humedad el hongo se propaga más
6/6/2024,Nariño,24,17,17.     Las tormentas presentan un efecto de riesgo asociado a la dispersión de Foc-R4T ,Muy de acuerdo,Porque el hongo o enfermedad se propaga
6/6/2024,Nariño,24,18,18.     El viento presenta un efecto de riesgo asociado a la dispersión de Foc-R4T ,Muy de acuerdo,Influye en la propagación del hongo en las plantaciones
6/6/2024,Nariño,24,19,19.     La precipitación es un factor de riesgo en epidemias de Foc R4T,Muy de acuerdo,Porque se propaga con facilidad el hongo
6/6/2024,Nariño,24,20,20.     Conexión de redes de drenaje entre lotes y cultivos de banano es un factor de riesgo en epidemias de  Foc R4T,En desacuerdo,Con facilidad el hongo no puede transportarse al cultivo del vecino
6/6/2024,Nariño,24,21,21.      Otros hospederos son un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,Porque si el suelo se contamina se propaga la enfermedad
6/6/2024,Nariño,24,22,22.     El cambio climático es un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,Porque es posible que aumente la propagación del hongo
6/6/2024,Nariño,24,23,23.     Las propiedades físicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T,Ni de acuerdo ni en desacuerdo,Es probable Porque si el suelo está contaminado se propaga la enfermedad
6/6/2024,Nariño,25,1,1.     El movimiento de suelo contaminado es un factor de riesgo para introducir Foc-R4T a nuevas áreas,Muy de acuerdo,"No tenemos la cultura de hacerte infección del suelo en los predios, es el principal factor de propagación de patógeno"
6/6/2024,Nariño,25,2,2.     El movimiento de plantas contaminadas (material vegetal de siembra o desechos de cultivos) es un factor de riesgo para introducir Foc-R4T a nuevas áreas.,Muy de acuerdo,Nos está acostumbrando a comprar material certificado cuando se compra o transporta material vegetal no se realiza el protocolo de esa infección hay falta de conciencia y conocimiento
6/6/2024,Nariño,25,3,3.     Plantas asintomáticas dentro del cultivo son un factor de riesgo como fuente de inóculo de Foc-R4T.,Muy de acuerdo,Al ser asintomáticas no se detecta la enfermedad a tiempo
6/6/2024,Nariño,25,4,"4.     Movimiento de equipos agrícolas contaminados (herramientas, vehículos, equipos, etc.…) son factores que pueden diseminar Foc-R4T ",Muy de acuerdo,No se realizan las infección de equipos y herramientas al entrar y salir del lote no se tiene conciencia de la magnitud del problema al no aplicar la desinfección y se utilizan las mismas herramientas para los diferentes lotes
6/6/2024,Nariño,25,5,5.     La presencia de pequeños focos de Foc-R4T en áreas remotas impide que sean identificados y contenidos,Muy de acuerdo,Por ser áreas de difícil acceso es comunicada la desinfección por tanto es difícil identificarlos
6/6/2024,Nariño,25,6,"6.     Foc-R4T puede ser transportado por el agua, lo que lleva a la contaminación de las áreas aguas abajo",Muy de acuerdo,Tumaco es una zona de altas precipitaciones lo que permite la difusión de Foc r4t
6/6/2024,Nariño,25,7,"7.     El movimiento de material vegetal infectado, como plántulas o cormos, por parte de los seres humanos puede propagar Foc-R4T",Muy de acuerdo,Por la manipulación y la falta de las actividades de desinfección del material se propaga con facilidad el foc R4T
6/6/2024,Nariño,25,8,8.     El comercio internacional de plantas y partes de plantas de banano y plátano puede facilitar la difusión a larga distancia de Foc-R4T,Muy de acuerdo,Teniendo en cuenta la comercialización informal de material vegetal estamos de acuerdo con que aporta la difusión del foc r4t
6/6/2024,Nariño,25,9,9.     Las regulaciones de cuarentena débiles o ineficaces pueden permitir la diseminación de Foc-R4T,Muy de acuerdo,Al no aplicarse las normas de manejo adecuada permite la discriminación de la enfermedad por lo que no se tienen la disciplina para aplicar las recomendaciones técnicas
6/6/2024,Nariño,25,10,10.     Ciertos insectos pueden contribuir a la transmisión de Foc-R4T,Muy de acuerdo,Las condiciones del municipio hace que se encuentren condiciones favorables para el insecto que es el picudo siendo el principal factor de propagación
6/6/2024,Nariño,25,11,"11.     La mala implementación de medidas de bioseguridad, la eliminación inadecuada de las plantas y el manejo deficiente de las plantaciones  pueden aumentar el riesgo de propagación de Foc-R4T.",Muy de acuerdo,No se tiene que aclarar las medidas de bioseguridad para realizar las actividades de manejo del cultivo
6/6/2024,Nariño,25,12,12.     El tráfico humano hacia y desde las regiones infectadas puede introducir inadvertidamente Foc-R4T a nuevas áreas.,Muy de acuerdo,En tumaco se observa con constancia en la entrada y salida de personas para el trabajo en la agricultura de diferentes zonas del país y además no se aplican los protocolos de manejo y bioseguridad
6/6/2024,Nariño,25,13,13.     El monitoreo inadecuado puede retrasar la detección y futura contención del Foc-R4T,Muy de acuerdo,No se aplica monitoreo de manejo del material para evitar la presencia de la enfermedad y no se tiene cultura de aplicar monitoreo
6/6/2024,Nariño,25,14,14.     Las propiedades químicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T - Muy en desacuerdo.,En desacuerdo,Hasta el momento el fusarium se transmite por otros factores como material vegetales herramientas Clima suelo y agua y hasta ahora no se tiene conocimiento de las propiedades químicas que afectan el desarrollo
6/6/2024,Nariño,25,15,15.     La biota del suelo son factores que afectan el desarrollo de epidemias de Foc-R4T ,En desacuerdo,No es un impedimento que inhibe el crecimiento desarrollo de las epidemias de Foc r4t
6/6/2024,Nariño,25,16,16.     La temperatura es n factor que afectan el desarrollo de epidemias de Foc-R4T ,En desacuerdo,Todos los patógenos necesitan unas condiciones para reproducirse sin embargo para estas zonas no representa un riesgo
6/6/2024,Nariño,25,17,17.     Las tormentas presentan un efecto de riesgo asociado a la dispersión de Foc-R4T ,De acuerdo,El agua es uno de los principales riesgos para la difusión de Foc r4t y en tumaco se presenta con periodicidad
6/6/2024,Nariño,25,18,18.     El viento presenta un efecto de riesgo asociado a la dispersión de Foc-R4T ,En desacuerdo,No porque el patógeno está presente principalmente en el suelo
6/6/2024,Nariño,25,19,19.     La precipitación es un factor de riesgo en epidemias de Foc R4T,Muy de acuerdo,Es uno de los principales medios de diseminación del foc r4t
6/6/2024,Nariño,25,20,20.     Conexión de redes de drenaje entre lotes y cultivos de banano es un factor de riesgo en epidemias de  Foc R4T,Muy de acuerdo,Sí porque este se dispersa a través del agua y este se convierte en un foco de epidemia
6/6/2024,Nariño,25,21,21.      Otros hospederos son un factor de riesgo en epidemias Foc R4T ,De acuerdo,"Sí como animales, arbenses, leguminosas, insectos, etc"
6/6/2024,Nariño,25,22,22.     El cambio climático es un factor de riesgo en epidemias Foc R4T ,NA,Tumaco presenta efectos de cambio climático como inundaciones fuertes precipitaciones que pueden traer consigo la propagación de la enfermedad
6/6/2024,Nariño,25,23,23.     Las propiedades físicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T,Ni de acuerdo ni en desacuerdo,El foc r4t se desarrolla para suelos aptos para el cultivo de banano
6/13/2024,Arauca,26,1,1.     El movimiento de suelo contaminado es un factor de riesgo para introducir Foc-R4T a nuevas áreas,Muy de acuerdo,Ese factor en la zona es muy reiterativo Ya que en los lugares de producción no implementan medidas de bioseguridad para desinfección de calzados maquinaria y herramientas
6/13/2024,Arauca,26,2,2.     El movimiento de plantas contaminadas (material vegetal de siembra o desechos de cultivos) es un factor de riesgo para introducir Foc-R4T a nuevas áreas.,Muy de acuerdo,Es un factor muy común el movimiento de material vegetal entre predios sin tener en cuenta la condición fitosanitaria a esto se suma el riesgo de este factor por el desconocimiento del riesgo que representa en el productor
6/13/2024,Arauca,26,3,3.     Plantas asintomáticas dentro del cultivo son un factor de riesgo como fuente de inóculo de Foc-R4T.,Muy de acuerdo,Se puede mover material de enfermo de forma inconsciente se realiza un manejo normal al no ver sintomatología en la planta
6/13/2024,Arauca,26,4,"4.     Movimiento de equipos agrícolas contaminados (herramientas, vehículos, equipos, etc.…) son factores que pueden diseminar Foc-R4T ",Muy de acuerdo,El inoculo puede vivir y hospedarse en el sustrato que está adherido a herramientas vehículos equipos y se puede transmitir al suelo al momento de implementar el cultivo
6/13/2024,Arauca,26,5,5.     La presencia de pequeños focos de Foc-R4T en áreas remotas impide que sean identificados y contenidos,Muy de acuerdo,En la región este factor es común y se debe a varias situaciones por un lado orden público que limita el desplazamiento del asistente técnico que cuenta con conocimiento y vías de acceso al mal estado
6/13/2024,Arauca,26,6,"6.     Foc-R4T puede ser transportado por el agua, lo que lleva a la contaminación de las áreas aguas abajo",Muy de acuerdo,El sustrato puede ser transmitido por el movimiento del agua y puede contaminar a lotesanos por donde circula el agua en la región se presentan inundaciones por malos drenajes
6/13/2024,Arauca,26,7,"7.     El movimiento de material vegetal infectado, como plántulas o cormos, por parte de los seres humanos puede propagar Foc-R4T",Muy de acuerdo,Es la forma más principal de propagar la enfermedad Y actualmente es la causa de la presencia de esta enfermedad en el país
6/13/2024,Arauca,26,8,8.     El comercio internacional de plantas y partes de plantas de banano y plátano puede facilitar la difusión a larga distancia de Foc-R4T,Muy de acuerdo,Por el comercio informal de Venezuela actualmente se considera uno de los riesgos más latentes
6/13/2024,Arauca,26,9,9.     Las regulaciones de cuarentena débiles o ineficaces pueden permitir la diseminación de Foc-R4T,Muy en desacuerdo,Actualmente en el departamento aún no está presente la enfermedad y nos ha implementado las regulaciones
6/13/2024,Arauca,26,10,10.     Ciertos insectos pueden contribuir a la transmisión de Foc-R4T,Muy de acuerdo,El complejo picudo puede transportar pequeños cantidades de sustrato contaminado con Foc r4t
6/13/2024,Arauca,26,11,"11.     La mala implementación de medidas de bioseguridad, la eliminación inadecuada de las plantas y el manejo deficiente de las plantaciones  pueden aumentar el riesgo de propagación de Foc-R4T.",Muy de acuerdo,Es un factor de propagación del inoculo cuando está presente la enfermedad actualmente la enfermedad no está presente y esto no se puede argumentar
6/13/2024,Arauca,26,12,12.     El tráfico humano hacia y desde las regiones infectadas puede introducir inadvertidamente Foc-R4T a nuevas áreas.,Muy de acuerdo,Esto se debe al movimiento de pequeñas cantidades de sustrato en el calzado transporte material sustrato en vehículos que maneja el personal
6/13/2024,Arauca,26,13,13.     El monitoreo inadecuado puede retrasar la detección y futura contención del Foc-R4T,Muy de acuerdo,Para mejorar ese factor es fundamental la articulación institucional transferencia de conocimiento y generación de capacidades sobre sintomatologías y comportamiento de la enfermedad
6/13/2024,Arauca,26,14,14.     Las propiedades químicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T - Muy en desacuerdo.,En desacuerdo,No conocemos la relación entre factores químicos del suelo y el desarrollo de la enfermedad
6/13/2024,Arauca,26,15,15.     La biota del suelo son factores que afectan el desarrollo de epidemias de Foc-R4T ,En desacuerdo,No tenemos conocimiento del comportamiento entre biota del suelo y la enfermedad
6/13/2024,Arauca,26,16,16.     La temperatura es n factor que afectan el desarrollo de epidemias de Foc-R4T ,De acuerdo,Al aumentar la humedad relativa se pueden generar condiciones óptimas para el desarrollo de la enfermedad
6/13/2024,Arauca,26,17,17.     Las tormentas presentan un efecto de riesgo asociado a la dispersión de Foc-R4T ,Muy de acuerdo,Por el movimiento de masas de tierra debido a Los Fuertes Vientos salpicaduras de agua
6/13/2024,Arauca,26,18,18.     El viento presenta un efecto de riesgo asociado a la dispersión de Foc-R4T ,Muy de acuerdo,Se puede mover cantidad de suelo que ayuda a diseminar la enfermedad
6/13/2024,Arauca,26,19,19.     La precipitación es un factor de riesgo en epidemias de Foc R4T,Muy de acuerdo,"Si por salpicadura de agua, fuentes de inicio e inundaciones y aumenta la escorrentía de los drenajes"
6/13/2024,Arauca,26,20,20.     Conexión de redes de drenaje entre lotes y cultivos de banano es un factor de riesgo en epidemias de  Foc R4T,Muy de acuerdo,Por los drenajes se puede propagar el patógeno de un lugar enfermo a un lugar sano
6/13/2024,Arauca,26,21,21.      Otros hospederos son un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,Esa enfermedad se puede alojar en algunos arvenses y otras especies de musáceas como las Heliconias
6/13/2024,Arauca,26,22,22.     El cambio climático es un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,Debido al aumento del fenómeno del niño y la niña se puede incrementar la diseminación de la enfermedad
6/13/2024,Arauca,26,23,23.     Las propiedades físicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T,Ni de acuerdo ni en desacuerdo,La enfermedad de foc r4t  presenta incidencia en plantaciones de plátano así hayan diferentes propiedades físicas
6/13/2024,Arauca,27,1,1.     El movimiento de suelo contaminado es un factor de riesgo para introducir Foc-R4T a nuevas áreas,Muy de acuerdo,Incrementar focos de contaminación debido al movimiento del suelo o material vegetal
6/13/2024,Arauca,27,2,2.     El movimiento de plantas contaminadas (material vegetal de siembra o desechos de cultivos) es un factor de riesgo para introducir Foc-R4T a nuevas áreas.,Muy de acuerdo,El movimiento de material vegetal es un mecanismo de dispersión no controlado lo cual es un factor de riesgo para el sector platanicultor
6/13/2024,Arauca,27,3,3.     Plantas asintomáticas dentro del cultivo son un factor de riesgo como fuente de inóculo de Foc-R4T.,Muy de acuerdo,Dichas plantas al no presentar la sintomatología al momento serían hospederos para la plaga cuarentenaria
6/13/2024,Arauca,27,4,"4.     Movimiento de equipos agrícolas contaminados (herramientas, vehículos, equipos, etc.…) son factores que pueden diseminar Foc-R4T ",Muy de acuerdo,Porque son factores que diseminan la enfermedad con facilidad ya que no se desinfectan adecuadamente
6/13/2024,Arauca,27,5,5.     La presencia de pequeños focos de Foc-R4T en áreas remotas impide que sean identificados y contenidos,Muy de acuerdo,Porque de momento El agricultor no reconoce la sintomatología o la asocia a moko y se realizan controles no adecuados
6/13/2024,Arauca,27,6,"6.     Foc-R4T puede ser transportado por el agua, lo que lleva a la contaminación de las áreas aguas abajo",Muy de acuerdo,El agua o inundaciones son las mayores contaminantes de las enfermedades
6/13/2024,Arauca,27,7,"7.     El movimiento de material vegetal infectado, como plántulas o cormos, por parte de los seres humanos puede propagar Foc-R4T",Muy de acuerdo,Presentan el inoculo en la planta o cormo y se afecta al suelo primordialmente
6/13/2024,Arauca,27,8,8.     El comercio internacional de plantas y partes de plantas de banano y plátano puede facilitar la difusión a larga distancia de Foc-R4T,Muy de acuerdo,Facilita la inseminación de la enfermedad al remover suelo material vegetal
6/13/2024,Arauca,27,9,9.     Las regulaciones de cuarentena débiles o ineficaces pueden permitir la diseminación de Foc-R4T,Muy de acuerdo,Sí porque al hacer mal uso de los protocolos fitosanitarios da cabida para la diseminación del foc r4t
6/13/2024,Arauca,27,10,10.     Ciertos insectos pueden contribuir a la transmisión de Foc-R4T,Muy de acuerdo,Los insectos como el picudo son grandes transmisores de enfermedades como Moko o Foc r4t
6/13/2024,Arauca,27,11,"11.     La mala implementación de medidas de bioseguridad, la eliminación inadecuada de las plantas y el manejo deficiente de las plantaciones  pueden aumentar el riesgo de propagación de Foc-R4T.",Muy de acuerdo,Como tal no se recomienda hacer cortes a las plantas con sintomatología a Foc r4t ya que se corre el riesgo de inseminación y los únicos encargados de cortes o muestras es el ICA
6/13/2024,Arauca,27,12,12.     El tráfico humano hacia y desde las regiones infectadas puede introducir inadvertidamente Foc-R4T a nuevas áreas.,Muy de acuerdo,La migración de una u otra manera remueve suelo que puede venir el hongo ejemplo Venezuela
6/13/2024,Arauca,27,13,13.     El monitoreo inadecuado puede retrasar la detección y futura contención del Foc-R4T,Muy de acuerdo,Sí una mala observación en campo hace que el foco se disemine con mayor facilidad
6/13/2024,Arauca,27,14,14.     Las propiedades químicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T - Muy en desacuerdo.,Ni de acuerdo ni en desacuerdo,"Se tendrá en cuenta factores como pH, humedad, desequilibrio natural, donde se le da cabida a que los hongos ingresen con mayor facilidad"
6/13/2024,Arauca,27,15,15.     La biota del suelo son factores que afectan el desarrollo de epidemias de Foc-R4T ,Muy de acuerdo,Las condiciones del suelo no son las adecuadas en ciertos momentos se utiliza la agricultura convencional no obstante se debe implementar materia orgánica y microorganismos y Buscar el equilibrio del suelo
6/13/2024,Arauca,27,16,16.     La temperatura es n factor que afectan el desarrollo de epidemias de Foc-R4T ,Ni de acuerdo ni en desacuerdo,Hasta el momento y por el historial solo se ha reportado en clima cálido
6/13/2024,Arauca,27,17,17.     Las tormentas presentan un efecto de riesgo asociado a la dispersión de Foc-R4T ,Ni de acuerdo ni en desacuerdo,Si las tormentas vienen con agua es más fácil de diseminación
6/13/2024,Arauca,27,18,18.     El viento presenta un efecto de riesgo asociado a la dispersión de Foc-R4T ,De acuerdo,Se remueven partículas de suelo y puede ser que estén contaminados
6/13/2024,Arauca,27,19,19.     La precipitación es un factor de riesgo en epidemias de Foc R4T,Muy de acuerdo,Ya que son los mayores dispersantes de problemas fitosanitarios
6/13/2024,Arauca,27,20,20.     Conexión de redes de drenaje entre lotes y cultivos de banano es un factor de riesgo en epidemias de  Foc R4T,Muy de acuerdo,Si están contaminado dentro de las mismas conexiones de los drenajes va el hongo y se propaga fácilmente
6/13/2024,Arauca,27,21,21.      Otros hospederos son un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,"Heliconias, banano y algunas arvenses"
6/13/2024,Arauca,27,22,22.     El cambio climático es un factor de riesgo en epidemias Foc R4T ,Muy de acuerdo,Porque en temporadas de lluvia aumenta la clorifela lo proliferación de enfermedades y no se hace una nutrición adecuada va a haber un desbalance nutricional
6/13/2024,Arauca,27,23,23.     Las propiedades físicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T,Muy de acuerdo,Vuelve y juega el desequilibrio del suelo
6/13/2024,Arauca,28,1,1.     El movimiento de suelo contaminado es un factor de riesgo para introducir Foc-R4T a nuevas áreas,Muy de acuerdo,Fusarium es una enfermedad del suelo por decirlo de alguna manera Por lo tanto creería que el mayor factor o medio de contaminación o propagación de la enfermedad es el suelo
6/13/2024,Arauca,28,2,2.     El movimiento de plantas contaminadas (material vegetal de siembra o desechos de cultivos) es un factor de riesgo para introducir Foc-R4T a nuevas áreas.,Muy de acuerdo,Uno de los mayores problemas es la etapa en que fusarium muestra su sintomatología podemos correr el riesgo de mover material vegetal creyendo que no está contaminado pero realmente puede ser que aún no se ha expresado físicamente la enfermedad pero sí esté presente
6/13/2024,Arauca,28,3,3.     Plantas asintomáticas dentro del cultivo son un factor de riesgo como fuente de inóculo de Foc-R4T.,Muy de acuerdo,Continuando el escrito anteriormente estoy muy de acuerdo con esta afirmación Pues si bien la enfermedad se expresan etapas de alrededor de seis meses también existen plantas asintomáticas donde claramente se corre el riesgo de llevar material de un predio a otro o también al realizar prácticas de cultivo y la planta al no Mostrar sintomatologías lo que hacemos Es propagarla por todo el lote e incluso contaminar la herramienta que probablemente utilizarán en otro lote
6/13/2024,Arauca,28,4,"4.     Movimiento de equipos agrícolas contaminados (herramientas, vehículos, equipos, etc.…) son factores que pueden diseminar Foc-R4T ",Muy de acuerdo,Estoy de acuerdo con esta afirmación pues han pasado otros problemas fitosanitarios como moko y aún así es la agricultor no ha creado la cultura desinfectar herramientas o mejor tener herramientas para cada lote en esta herramienta Incluso en la maquinaria como tractor la cual realiza movimiento de suelo podemos movilizar el hongo y propagar la enfermedad
6/13/2024,Arauca,28,5,5.     La presencia de pequeños focos de Foc-R4T en áreas remotas impide que sean identificados y contenidos,Ni de acuerdo ni en desacuerdo,Considero que sí pueden ser identificados Pero creo que sería muy difícil contenerlos primeramente si no hay presencia de entradas y el temor de la agricultor de informar por el hecho de en cuarentenar la finca
6/13/2024,Arauca,28,6,"6.     Foc-R4T puede ser transportado por el agua, lo que lleva a la contaminación de las áreas aguas abajo",De acuerdo,Estoy de acuerdo con esa afirmación pues desde conocimiento que muchas veces las inundaciones han llevado consigo problemas fitosanitarios especialmente de enfermedades del suelo como es el caso del moko
6/13/2024,Arauca,28,7,"7.     El movimiento de material vegetal infectado, como plántulas o cormos, por parte de los seres humanos puede propagar Foc-R4T",Muy de acuerdo,Considero que uno de los factores de propagación más incidentes en las zonas y el movimiento de material vegetal entre diferentes predios
6/13/2024,Arauca,28,8,8.     El comercio internacional de plantas y partes de plantas de banano y plátano puede facilitar la difusión a larga distancia de Foc-R4T,Muy de acuerdo,Considero que en otras zonas donde se ha presentado la mayor problemática con Foc r4t sería muy lógico que trasladar material de allá traería consigo la enfermedad
6/13/2024,Arauca,28,9,9.     Las regulaciones de cuarentena débiles o ineficaces pueden permitir la diseminación de Foc-R4T,De acuerdo,Si hacemos un control a medias pues claramente de alguna manera podría haber foco de propagación
6/13/2024,Arauca,28,10,10.     Ciertos insectos pueden contribuir a la transmisión de Foc-R4T,De acuerdo,Creo que no está comprobado pero creería que el picudo el cual se mueve mayormente por el suelo podría ser un factor de riesgo inminente para propagar la enfermedad
6/13/2024,Arauca,28,11,"11.     La mala implementación de medidas de bioseguridad, la eliminación inadecuada de las plantas y el manejo deficiente de las plantaciones  pueden aumentar el riesgo de propagación de Foc-R4T.",De acuerdo,Si nos seguimos al 100% las medidas inicialmente de prevención se identificarían focos ahora se presencia en la enfermedad y no se hace control eficiente de igual manera corremos el riesgo de que aumente la propagación
6/13/2024,Arauca,28,12,12.     El tráfico humano hacia y desde las regiones infectadas puede introducir inadvertidamente Foc-R4T a nuevas áreas.,De acuerdo,Si bien la enfermedad es del suelo Considero que el ser humano sí puede ser medio de contaminación al entrar en una zona contaminada y desplazarse hacia una zona libre de la enfermedad
6/13/2024,Arauca,28,13,13.     El monitoreo inadecuado puede retrasar la detección y futura contención del Foc-R4T,De acuerdo,Estoy de acuerdo con esta información porque si realizamos un monitoreo constante en los lotes podríamos identificar las plantas con síntomas diferentes e indicar al ICA para salir de cualquier probabilidad y descartar que sea Foc r4t
6/13/2024,Arauca,28,14,14.     Las propiedades químicas del suelo son factores que afectan el desarrollo de epidemias de  Foc-R4T - Muy en desacuerdo.,De acuerdo,Soy los que presenten buen porcentaje de materia orgánica Pueden disminuir el riesgo de infección de la enfermedad Considero que si afectan las propiedades químicas del suelo
6/13/2024,Arauca,28,15,15.     La biota del suelo son factores que afectan el desarrollo de epidemias de Foc-R4T ,De acuerdo,Un sueldo que tenga buen contenido de microorganismos puede soportar combatir o disminuir los riesgos de problemas fitosanitarios en general entonces Considero que para Foc r4t también sería el caso
6/13/2024,Arauca,28,16,16.     La temperatura es n factor que afectan el desarrollo de epidemias de Foc-R4T ,Ni de acuerdo ni en desacuerdo,No sabría firmar la información pero creería que se interfiere en el desarrollo de la epidemia
6/13/2024,Arauca,28,17,17.     Las tormentas presentan un efecto de riesgo asociado a la dispersión de Foc-R4T ,Ni de acuerdo ni en desacuerdo,No sabía qué explicación dar al respecto y me inclino por el hecho de que al haber tormentas habrá movimientos de agua por escorrentía o inundaciones que puedan causar propagación de enfermedades
